
2022/02/01 19:43:01;0
2022/02/01 19:43:03;0
2022/02/01 19:43:05;0
2022/02/01 19:43:07;0
2022/02/01 19:43:10;0
2022/02/01 19:43:12;0
2022/02/01 19:43:14;0
2022/02/01 19:43:16;0
2022/02/01 19:43:19;0
2022/02/01 19:43:21;0
2022/02/01 19:43:23;1
2022/02/01 19:43:25;1
2022/02/01 19:43:28;1
2022/02/01 19:43:30;1
2022/02/01 19:43:32;0
2022/02/01 19:43:35;0
2022/02/01 19:43:37;0
2022/02/01 19:43:39;0
2022/02/01 19:43:42;0
2022/02/01 19:43:44;0
2022/02/01 19:43:46;0
2022/02/01 19:43:49;0
2022/02/01 19:43:51;0
2022/02/01 19:43:53;0
2022/02/01 19:43:55;0
2022/02/01 19:43:58;0
2022/02/01 19:44:00;0
2022/02/01 19:44:02;0
2022/02/01 19:44:05;0
2022/02/01 19:44:07;0
2022/02/01 19:44:09;0
2022/02/01 19:44:12;0
2022/02/01 19:44:14;0
2022/02/01 19:44:16;0
2022/02/01 19:44:19;0
2022/02/01 19:44:21;0
2022/02/01 19:44:23;0
2022/02/01 19:44:25;0
2022/02/01 19:44:28;0
2022/02/01 19:44:30;0
2022/02/01 19:44:32;0
2022/02/01 19:44:35;0
2022/02/01 19:44:37;0
2022/02/01 19:44:39;0
2022/02/01 19:44:41;0
2022/02/01 19:44:44;0
2022/02/01 19:44:46;0
2022/02/01 19:44:48;0
2022/02/01 19:44:50;0
2022/02/01 19:44:53;0
2022/02/01 19:44:55;0
2022/02/01 19:44:57;0
2022/02/01 19:44:59;0
2022/02/01 19:45:02;0
2022/02/01 19:45:04;0
2022/02/01 19:45:06;0
2022/02/01 19:45:08;0
2022/02/01 19:45:11;0
2022/02/01 19:45:13;0
2022/02/01 19:45:16;0
2022/02/01 19:45:18;0
2022/02/01 19:45:20;0
2022/02/01 19:45:22;0
2022/02/01 19:45:25;0
2022/02/01 19:45:27;0
2022/02/01 19:45:29;0
2022/02/01 19:45:31;0
2022/02/01 19:45:33;0
2022/02/01 19:45:36;0
2022/02/01 19:45:38;0
2022/02/01 19:45:40;0
2022/02/01 19:45:42;0
2022/02/01 19:45:45;0
2022/02/01 19:45:47;0
2022/02/01 19:45:49;0
2022/02/01 19:45:51;0
2022/02/01 19:45:54;0
2022/02/01 19:45:56;0
2022/02/01 19:45:58;0
2022/02/01 19:46:00;0
2022/02/01 19:46:03;0
2022/02/01 19:46:05;0
2022/02/01 19:46:07;0
2022/02/01 19:46:10;0
2022/02/01 19:46:12;0
2022/02/01 19:46:15;0
2022/02/01 19:46:17;0
2022/02/01 19:46:19;0
2022/02/01 19:46:21;0
2022/02/01 19:46:23;0
2022/02/01 19:46:26;0
2022/02/01 19:46:28;0
2022/02/01 19:46:30;0
2022/02/01 19:46:33;0
2022/02/01 19:46:35;0
2022/02/01 19:46:37;0
2022/02/01 19:46:39;0
2022/02/01 19:46:41;0
2022/02/01 19:46:44;0
2022/02/01 19:46:46;0
2022/02/01 19:46:48;0
2022/02/01 19:46:51;0
2022/02/01 19:46:53;0
2022/02/01 19:46:55;0
2022/02/01 19:46:57;0
2022/02/01 19:47:00;0
2022/02/01 19:47:02;0
2022/02/01 19:47:04;0
2022/02/01 19:47:06;0
2022/02/01 19:47:09;0
2022/02/01 19:47:11;0
2022/02/01 19:47:13;0
2022/02/01 19:47:15;0
2022/02/01 19:47:18;0
2022/02/01 19:47:20;0
2022/02/01 19:47:22;0
2022/02/01 19:47:24;0
2022/02/01 19:47:27;0
2022/02/01 19:47:29;0
2022/02/01 19:47:31;0
2022/02/01 19:47:33;0
2022/02/01 19:47:35;0
2022/02/01 19:47:38;0
2022/02/01 19:47:40;0
2022/02/01 19:47:42;0
2022/02/01 19:47:45;0
2022/02/01 19:47:47;0
2022/02/01 19:47:49;0
2022/02/01 19:47:51;0
2022/02/01 19:47:54;0
2022/02/01 19:47:56;0
2022/02/01 19:47:58;0
2022/02/01 19:48:00;0
2022/02/01 19:48:02;0
2022/02/01 19:48:05;0
2022/02/01 19:48:07;0
2022/02/01 19:48:09;0
