
2022/02/01 17:47:14;0
2022/02/01 17:47:16;0
2022/02/01 17:47:19;0
2022/02/01 17:47:21;0
2022/02/01 17:47:23;0
2022/02/01 17:47:25;0
2022/02/01 17:47:28;0
2022/02/01 17:47:30;0
2022/02/01 17:47:32;0
2022/02/01 17:47:34;0
2022/02/01 17:47:36;0
2022/02/01 17:47:39;0
2022/02/01 17:47:41;0
2022/02/01 17:47:43;0
2022/02/01 17:47:45;0
2022/02/01 17:47:47;0
2022/02/01 17:47:50;0
2022/02/01 17:47:52;0
2022/02/01 17:47:54;0
2022/02/01 17:47:56;0
2022/02/01 17:47:59;0
2022/02/01 17:48:01;0
2022/02/01 17:48:03;0
2022/02/01 17:48:05;1
2022/02/01 17:48:07;3
2022/02/01 17:48:10;4
2022/02/01 17:48:12;4
2022/02/01 17:48:14;5
2022/02/01 17:48:16;2
2022/02/01 17:48:18;3
2022/02/01 17:48:21;4
2022/02/01 17:48:23;5
2022/02/01 17:48:25;1
2022/02/01 17:48:27;3
2022/02/01 17:48:29;4
2022/02/01 17:48:32;4
2022/02/01 17:48:34;5
2022/02/01 17:48:36;2
2022/02/01 17:48:39;0
2022/02/01 17:48:41;0
2022/02/01 17:48:43;0
2022/02/01 17:48:45;0
2022/02/01 17:48:48;0
2022/02/01 17:48:50;0
2022/02/01 17:48:52;0
2022/02/01 17:48:55;0
2022/02/01 17:48:57;0
2022/02/01 17:48:59;0
